[ AI-Rank-Log  4/ 7 11:57:35.171 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 12: 0:37.999 ]sampleid: 000000127394.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:38.270 ]sampleid: 000000127476.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:38.530 ]sampleid: 000000127494.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:38.802 ]sampleid: 000000127517.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:39. 66 ]sampleid: 000000127530.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:39.346 ]sampleid: 000000127624.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:39.620 ]sampleid: 000000127660.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:39.889 ]sampleid: 000000127955.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:40.162 ]sampleid: 000000127987.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:40.429 ]sampleid: 000000128051.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:40.705 ]sampleid: 000000128112.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:40.985 ]sampleid: 000000128148.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:41.269 ]sampleid: 000000128372.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:41.542 ]sampleid: 000000128476.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:41.808 ]sampleid: 000000128598.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:42. 71 ]sampleid: 000000128654.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:42.341 ]sampleid: 000000128658.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:42.611 ]sampleid: 000000128675.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:42.852 ]sampleid: 000000128699.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:43.124 ]sampleid: 000000128748.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:43.398 ]sampleid: 000000129054.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:43.667 ]sampleid: 000000129062.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:43.938 ]sampleid: 000000129113.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:44.211 ]sampleid: 000000129135.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:44.476 ]sampleid: 000000129322.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:44.750 ]sampleid: 000000129416.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:45. 27 ]sampleid: 000000129492.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:45.309 ]sampleid: 000000129756.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:45.571 ]sampleid: 000000129812.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:45.825 ]sampleid: 000000129945.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:46.107 ]sampleid: 000000130386.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:46.382 ]sampleid: 000000130465.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:46.652 ]sampleid: 000000130566.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:46.926 ]sampleid: 000000130579.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:47.203 ]sampleid: 000000130586.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:47.474 ]sampleid: 000000130599.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:47.741 ]sampleid: 000000130613.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:48. 11 ]sampleid: 000000130699.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:48.269 ]sampleid: 000000130826.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:48.546 ]sampleid: 000000131131.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:48.832 ]sampleid: 000000131138.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:49.105 ]sampleid: 000000131273.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:49.385 ]sampleid: 000000131379.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:49.664 ]sampleid: 000000131386.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:49.946 ]sampleid: 000000131431.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:50.229 ]sampleid: 000000131444.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:50.504 ]sampleid: 000000131556.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:50.792 ]sampleid: 000000131938.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:51. 72 ]sampleid: 000000132116.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:51.326 ]sampleid: 000000132329.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:51.607 ]sampleid: 000000132375.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:51.874 ]sampleid: 000000132408.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:52.151 ]sampleid: 000000132544.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:52.413 ]sampleid: 000000132587.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:52.692 ]sampleid: 000000132622.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:52.969 ]sampleid: 000000132703.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:53.243 ]sampleid: 000000132796.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:53.525 ]sampleid: 000000132931.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:53.809 ]sampleid: 000000133000.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:54. 88 ]sampleid: 000000133087.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:54.370 ]sampleid: 000000133233.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:54.649 ]sampleid: 000000133244.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:54.914 ]sampleid: 000000133343.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:55.192 ]sampleid: 000000133418.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:55.480 ]sampleid: 000000133567.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:55.759 ]sampleid: 000000133631.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:56. 37 ]sampleid: 000000133645.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:56.320 ]sampleid: 000000133778.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:56.598 ]sampleid: 000000133819.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:56.872 ]sampleid: 000000133969.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:57.160 ]sampleid: 000000134034.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:57.445 ]sampleid: 000000134096.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:57.728 ]sampleid: 000000134112.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:58.  5 ]sampleid: 000000134322.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:58.291 ]sampleid: 000000134689.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:58.566 ]sampleid: 000000134722.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:58.845 ]sampleid: 000000134856.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:59.134 ]sampleid: 000000134882.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:59.415 ]sampleid: 000000134886.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:59.697 ]sampleid: 000000135410.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 0:59.980 ]sampleid: 000000135561.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 0.267 ]sampleid: 000000135604.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 0.551 ]sampleid: 000000135670.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 0.812 ]sampleid: 000000135673.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 1. 72 ]sampleid: 000000135872.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 1.332 ]sampleid: 000000135890.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 1.623 ]sampleid: 000000135902.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 1.903 ]sampleid: 000000136033.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 2.186 ]sampleid: 000000136334.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 2.473 ]sampleid: 000000136355.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 2.732 ]sampleid: 000000136466.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 3. 25 ]sampleid: 000000136600.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 3.321 ]sampleid: 000000136633.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 3.606 ]sampleid: 000000136715.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 3.892 ]sampleid: 000000136772.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 4.180 ]sampleid: 000000136915.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 4.466 ]sampleid: 000000137106.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 4.752 ]sampleid: 000000137246.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 5. 40 ]sampleid: 000000137294.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 5.325 ]sampleid: 000000137576.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 5.611 ]sampleid: 000000137727.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 5.872 ]sampleid: 000000137950.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 6.164 ]sampleid: 000000138115.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 6.463 ]sampleid: 000000138241.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 6.749 ]sampleid: 000000138492.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 7. 43 ]sampleid: 000000138550.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 7.336 ]sampleid: 000000138639.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 7.624 ]sampleid: 000000138819.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 7.920 ]sampleid: 000000138856.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 8.205 ]sampleid: 000000138954.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 8.497 ]sampleid: 000000138979.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 8.782 ]sampleid: 000000139077.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 9. 68 ]sampleid: 000000139099.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 9.354 ]sampleid: 000000139260.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 9.650 ]sampleid: 000000139684.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1: 9.941 ]sampleid: 000000139871.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:10.230 ]sampleid: 000000139872.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:10.520 ]sampleid: 000000139883.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:10.806 ]sampleid: 000000140076.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:11. 98 ]sampleid: 000000140203.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:11.381 ]sampleid: 000000140270.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:11.665 ]sampleid: 000000140286.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:11.966 ]sampleid: 000000140420.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:12.264 ]sampleid: 000000140439.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:12.563 ]sampleid: 000000140556.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:12.854 ]sampleid: 000000140583.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:13.146 ]sampleid: 000000140640.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:13.446 ]sampleid: 000000140658.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:13.738 ]sampleid: 000000140840.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:14. 32 ]sampleid: 000000140929.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:14.325 ]sampleid: 000000140987.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:14.630 ]sampleid: 000000141328.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:14.924 ]sampleid: 000000141597.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:15.223 ]sampleid: 000000141671.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:15.521 ]sampleid: 000000141821.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:15.811 ]sampleid: 000000142092.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:16. 89 ]sampleid: 000000142238.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:16.387 ]sampleid: 000000142324.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:16.691 ]sampleid: 000000142472.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:16.987 ]sampleid: 000000142585.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:17.290 ]sampleid: 000000142620.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:17.571 ]sampleid: 000000142790.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:17.848 ]sampleid: 000000142971.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:18.140 ]sampleid: 000000143068.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:18.429 ]sampleid: 000000143556.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:18.726 ]sampleid: 000000143572.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:19. 30 ]sampleid: 000000143931.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:19.314 ]sampleid: 000000143961.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:19.616 ]sampleid: 000000143998.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:19.916 ]sampleid: 000000144003.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:20.209 ]sampleid: 000000144114.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:20.504 ]sampleid: 000000144300.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:20.808 ]sampleid: 000000144333.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:21.102 ]sampleid: 000000144706.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:21.361 ]sampleid: 000000144784.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:21.628 ]sampleid: 000000144798.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:21.927 ]sampleid: 000000144932.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:22.225 ]sampleid: 000000144984.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:22.525 ]sampleid: 000000145020.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:22.829 ]sampleid: 000000145591.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:23.121 ]sampleid: 000000145597.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:23.421 ]sampleid: 000000145620.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:23.712 ]sampleid: 000000145665.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:24. 12 ]sampleid: 000000145781.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:24.314 ]sampleid: 000000146155.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:24.612 ]sampleid: 000000146358.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:24.889 ]sampleid: 000000146363.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:25.173 ]sampleid: 000000146457.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:25.473 ]sampleid: 000000146489.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:25.781 ]sampleid: 000000146498.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:26. 84 ]sampleid: 000000146667.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:26.388 ]sampleid: 000000146825.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:26.695 ]sampleid: 000000146831.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:27.  3 ]sampleid: 000000147205.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:27.305 ]sampleid: 000000147223.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:27.612 ]sampleid: 000000147338.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:27.891 ]sampleid: 000000147415.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:28.172 ]sampleid: 000000147498.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:28.451 ]sampleid: 000000147518.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:28.735 ]sampleid: 000000147725.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:29. 39 ]sampleid: 000000147729.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:29.347 ]sampleid: 000000147740.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:29.656 ]sampleid: 000000147745.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:29.963 ]sampleid: 000000148508.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:30.274 ]sampleid: 000000148620.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:30.577 ]sampleid: 000000148662.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:30.887 ]sampleid: 000000148707.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:31.198 ]sampleid: 000000148719.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:31.503 ]sampleid: 000000148730.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:31.813 ]sampleid: 000000148739.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:32.121 ]sampleid: 000000148783.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:32.427 ]sampleid: 000000148957.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:32.745 ]sampleid: 000000148999.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:33. 49 ]sampleid: 000000149222.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:33.347 ]sampleid: 000000149375.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:33.666 ]sampleid: 000000149406.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:33.985 ]sampleid: 000000149568.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:34.303 ]sampleid: 000000149622.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:34.600 ]sampleid: 000000149770.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:34.902 ]sampleid: 000000150224.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:35.205 ]sampleid: 000000150265.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:35.524 ]sampleid: 000000150417.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:35.840 ]sampleid: 000000150638.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:36.144 ]sampleid: 000000150649.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:36.465 ]sampleid: 000000150726.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:36.782 ]sampleid: 000000150930.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:37. 84 ]sampleid: 000000151000.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:37.400 ]sampleid: 000000151051.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:37.706 ]sampleid: 000000151480.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:38. 16 ]sampleid: 000000151516.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:38.325 ]sampleid: 000000151629.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:38.640 ]sampleid: 000000151657.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:38.949 ]sampleid: 000000151662.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:39.252 ]sampleid: 000000151820.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:39.544 ]sampleid: 000000151857.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:39.847 ]sampleid: 000000151938.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:40.164 ]sampleid: 000000151962.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:40.481 ]sampleid: 000000152120.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:40.796 ]sampleid: 000000152214.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:41.121 ]sampleid: 000000152465.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:41.430 ]sampleid: 000000152686.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:41.727 ]sampleid: 000000152740.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:42. 44 ]sampleid: 000000152771.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:42.365 ]sampleid: 000000152870.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:42.687 ]sampleid: 000000153011.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:43.  7 ]sampleid: 000000153217.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:43.323 ]sampleid: 000000153229.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:43.643 ]sampleid: 000000153299.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:43.953 ]sampleid: 000000153343.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:44.251 ]sampleid: 000000153510.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:44.550 ]sampleid: 000000153527.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:44.870 ]sampleid: 000000153529.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:45.183 ]sampleid: 000000153568.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:45.508 ]sampleid: 000000153632.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:45.832 ]sampleid: 000000153669.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:46.157 ]sampleid: 000000153782.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:46.470 ]sampleid: 000000153797.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:46.783 ]sampleid: 000000154000.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:47. 98 ]sampleid: 000000154004.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:47.414 ]sampleid: 000000154087.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:47.711 ]sampleid: 000000154213.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:48. 14 ]sampleid: 000000154339.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:48.331 ]sampleid: 000000154358.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:48.649 ]sampleid: 000000154425.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:48.970 ]sampleid: 000000154431.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:49.275 ]sampleid: 000000154644.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:49.586 ]sampleid: 000000154705.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:49.902 ]sampleid: 000000154718.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:50.218 ]sampleid: 000000154947.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:50.532 ]sampleid: 000000155051.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:50.849 ]sampleid: 000000155145.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:51.158 ]sampleid: 000000155154.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:51.475 ]sampleid: 000000155179.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:51.796 ]sampleid: 000000155291.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:52.112 ]sampleid: 000000155341.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:52.410 ]sampleid: 000000155443.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:52.731 ]sampleid: 000000155451.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:53. 30 ]sampleid: 000000155571.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:53.343 ]sampleid: 000000156071.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:53.662 ]sampleid: 000000156076.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:53.984 ]sampleid: 000000156278.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:54.302 ]sampleid: 000000156292.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:54.610 ]sampleid: 000000156372.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:54.908 ]sampleid: 000000156643.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:55.230 ]sampleid: 000000156924.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:55.553 ]sampleid: 000000157046.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:55.875 ]sampleid: 000000157098.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:56.201 ]sampleid: 000000157124.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:56.515 ]sampleid: 000000157138.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:56.843 ]sampleid: 000000157213.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:57.160 ]sampleid: 000000157365.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:57.482 ]sampleid: 000000157390.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:57.803 ]sampleid: 000000157418.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:58.125 ]sampleid: 000000157601.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:58.450 ]sampleid: 000000157756.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:58.766 ]sampleid: 000000157767.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:59. 92 ]sampleid: 000000157807.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:59.402 ]sampleid: 000000157847.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 1:59.726 ]sampleid: 000000157928.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 0. 50 ]sampleid: 000000158227.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 0.370 ]sampleid: 000000158548.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 0.686 ]sampleid: 000000158660.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 1. 12 ]sampleid: 000000158744.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 1.341 ]sampleid: 000000158945.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 1.666 ]sampleid: 000000158956.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 1.994 ]sampleid: 000000159112.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 2.318 ]sampleid: 000000159282.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 2.642 ]sampleid: 000000159311.jpg, result=true
