[ AI-Rank-Log  2/ 1  5:38:10.903 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  2/ 1  5:41:14.355 ]sampleid: 000000071938.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:14.701 ]sampleid: 000000072281.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:15. 48 ]sampleid: 000000072795.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:15.392 ]sampleid: 000000072813.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:15.745 ]sampleid: 000000072852.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:16. 95 ]sampleid: 000000073118.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:16.439 ]sampleid: 000000073153.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:16.787 ]sampleid: 000000073326.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:17.132 ]sampleid: 000000073533.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:17.485 ]sampleid: 000000073702.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:17.832 ]sampleid: 000000073946.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:18.176 ]sampleid: 000000074058.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:18.524 ]sampleid: 000000074092.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:18.871 ]sampleid: 000000074200.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:19.219 ]sampleid: 000000074209.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:19.567 ]sampleid: 000000074256.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:19.915 ]sampleid: 000000074457.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:20.267 ]sampleid: 000000074646.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:20.623 ]sampleid: 000000074733.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:20.972 ]sampleid: 000000074860.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:21.321 ]sampleid: 000000075393.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:21.674 ]sampleid: 000000075456.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:22. 23 ]sampleid: 000000075612.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:22.377 ]sampleid: 000000076211.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:22.723 ]sampleid: 000000076261.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:23. 76 ]sampleid: 000000076416.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:23.437 ]sampleid: 000000076417.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:23.792 ]sampleid: 000000076468.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:24.147 ]sampleid: 000000076547.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:24.501 ]sampleid: 000000076625.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:24.854 ]sampleid: 000000076731.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:25.208 ]sampleid: 000000077396.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:25.556 ]sampleid: 000000077460.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:25.909 ]sampleid: 000000077595.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:26.265 ]sampleid: 000000078032.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:26.621 ]sampleid: 000000078170.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:26.982 ]sampleid: 000000078266.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:27.332 ]sampleid: 000000078404.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:27.686 ]sampleid: 000000078420.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:28. 32 ]sampleid: 000000078426.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:28.392 ]sampleid: 000000078565.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:28.751 ]sampleid: 000000078748.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:29.110 ]sampleid: 000000078823.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:29.470 ]sampleid: 000000078843.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:29.832 ]sampleid: 000000078915.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:30.187 ]sampleid: 000000078959.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:30.539 ]sampleid: 000000079014.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:30.902 ]sampleid: 000000079031.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:31.267 ]sampleid: 000000079034.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:31.626 ]sampleid: 000000079144.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:31.989 ]sampleid: 000000079188.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:32.348 ]sampleid: 000000079229.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:32.709 ]sampleid: 000000079408.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:33. 67 ]sampleid: 000000079565.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:33.430 ]sampleid: 000000079588.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:33.793 ]sampleid: 000000079651.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:34.158 ]sampleid: 000000079837.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:34.524 ]sampleid: 000000079969.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:34.891 ]sampleid: 000000080022.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:35.245 ]sampleid: 000000080057.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:35.610 ]sampleid: 000000080153.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:35.970 ]sampleid: 000000080273.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:36.336 ]sampleid: 000000080274.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:36.696 ]sampleid: 000000080340.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:37. 62 ]sampleid: 000000080413.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:37.429 ]sampleid: 000000080659.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:37.798 ]sampleid: 000000080666.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:38.165 ]sampleid: 000000080671.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:38.533 ]sampleid: 000000080932.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:38.894 ]sampleid: 000000080949.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:39.258 ]sampleid: 000000081061.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:39.625 ]sampleid: 000000081394.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:39.993 ]sampleid: 000000081594.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:40.363 ]sampleid: 000000081738.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:40.729 ]sampleid: 000000081766.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:41. 95 ]sampleid: 000000081988.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:41.464 ]sampleid: 000000082085.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:41.831 ]sampleid: 000000082180.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:42.196 ]sampleid: 000000082688.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:42.560 ]sampleid: 000000082696.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:42.934 ]sampleid: 000000082715.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:43.299 ]sampleid: 000000082765.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:43.669 ]sampleid: 000000082807.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:44. 38 ]sampleid: 000000082812.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:44.417 ]sampleid: 000000082821.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:44.793 ]sampleid: 000000082846.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:45.166 ]sampleid: 000000082986.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:45.540 ]sampleid: 000000083113.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:45.911 ]sampleid: 000000083172.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:46.279 ]sampleid: 000000083531.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:46.654 ]sampleid: 000000083540.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:47. 28 ]sampleid: 000000084031.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:47.406 ]sampleid: 000000084170.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:47.777 ]sampleid: 000000084241.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:48.150 ]sampleid: 000000084270.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:48.522 ]sampleid: 000000084362.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:48.896 ]sampleid: 000000084431.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:49.272 ]sampleid: 000000084477.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:49.654 ]sampleid: 000000084492.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:50. 28 ]sampleid: 000000084650.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:50.408 ]sampleid: 000000084664.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:50.783 ]sampleid: 000000084674.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:51.164 ]sampleid: 000000084752.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:51.538 ]sampleid: 000000085089.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:51.915 ]sampleid: 000000085157.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:52.296 ]sampleid: 000000085195.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:52.673 ]sampleid: 000000085329.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:53. 52 ]sampleid: 000000085376.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:53.431 ]sampleid: 000000085478.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:53.808 ]sampleid: 000000085576.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:54.184 ]sampleid: 000000085665.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:54.564 ]sampleid: 000000085682.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:54.941 ]sampleid: 000000085772.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:55.328 ]sampleid: 000000085823.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:55.703 ]sampleid: 000000085911.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:56. 85 ]sampleid: 000000086220.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:56.463 ]sampleid: 000000086483.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:56.839 ]sampleid: 000000086582.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:57.217 ]sampleid: 000000086755.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:57.591 ]sampleid: 000000086956.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:57.975 ]sampleid: 000000087038.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:58.360 ]sampleid: 000000087144.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:58.739 ]sampleid: 000000087244.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:59.126 ]sampleid: 000000087470.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:59.507 ]sampleid: 000000087476.jpg, result=true
[ AI-Rank-Log  2/ 1  5:41:59.883 ]sampleid: 000000087742.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 0.277 ]sampleid: 000000087875.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 0.668 ]sampleid: 000000088040.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 1. 47 ]sampleid: 000000088218.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 1.435 ]sampleid: 000000088250.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 1.821 ]sampleid: 000000088265.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 2.204 ]sampleid: 000000088269.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 2.588 ]sampleid: 000000088345.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 2.973 ]sampleid: 000000088432.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 3.361 ]sampleid: 000000088462.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 3.746 ]sampleid: 000000088485.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 4.140 ]sampleid: 000000088848.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 4.528 ]sampleid: 000000088951.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 4.907 ]sampleid: 000000088970.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 5.293 ]sampleid: 000000089045.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 5.678 ]sampleid: 000000089078.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 6. 69 ]sampleid: 000000089271.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 6.454 ]sampleid: 000000089296.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 6.847 ]sampleid: 000000089556.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 7.232 ]sampleid: 000000089648.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 7.619 ]sampleid: 000000089670.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 8.  6 ]sampleid: 000000089697.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 8.396 ]sampleid: 000000089761.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 8.779 ]sampleid: 000000089880.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 9.169 ]sampleid: 000000090003.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 9.557 ]sampleid: 000000090062.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42: 9.949 ]sampleid: 000000090108.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:10.340 ]sampleid: 000000090155.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:10.732 ]sampleid: 000000090208.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:11.121 ]sampleid: 000000090284.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:11.508 ]sampleid: 000000090631.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:11.903 ]sampleid: 000000090891.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:12.296 ]sampleid: 000000090956.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:12.690 ]sampleid: 000000091406.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:13. 81 ]sampleid: 000000091495.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:13.473 ]sampleid: 000000091500.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:13.868 ]sampleid: 000000091615.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:14.257 ]sampleid: 000000091619.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:14.648 ]sampleid: 000000091654.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:15. 42 ]sampleid: 000000091779.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:15.439 ]sampleid: 000000091921.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:15.829 ]sampleid: 000000092053.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:16.220 ]sampleid: 000000092091.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:16.614 ]sampleid: 000000092124.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:17.  7 ]sampleid: 000000092177.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:17.404 ]sampleid: 000000092416.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:17.800 ]sampleid: 000000092660.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:18.195 ]sampleid: 000000092839.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:18.591 ]sampleid: 000000092939.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:18.990 ]sampleid: 000000093154.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:19.380 ]sampleid: 000000093261.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:19.775 ]sampleid: 000000093353.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:20.174 ]sampleid: 000000093437.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:20.569 ]sampleid: 000000093717.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:20.972 ]sampleid: 000000093965.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:21.376 ]sampleid: 000000094157.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:21.776 ]sampleid: 000000094185.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:22.175 ]sampleid: 000000094326.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:22.567 ]sampleid: 000000094336.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:22.962 ]sampleid: 000000094614.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:23.358 ]sampleid: 000000094751.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:23.763 ]sampleid: 000000094852.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:24.167 ]sampleid: 000000094871.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:24.566 ]sampleid: 000000094944.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:24.964 ]sampleid: 000000095069.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:25.366 ]sampleid: 000000095155.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:25.765 ]sampleid: 000000095707.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:26.161 ]sampleid: 000000095786.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:26.563 ]sampleid: 000000095843.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:26.961 ]sampleid: 000000095862.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:27.365 ]sampleid: 000000095899.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:27.767 ]sampleid: 000000096001.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:28.169 ]sampleid: 000000096427.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:28.566 ]sampleid: 000000096493.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:28.972 ]sampleid: 000000096549.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:29.379 ]sampleid: 000000096825.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:29.783 ]sampleid: 000000096960.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:30.184 ]sampleid: 000000097022.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:30.593 ]sampleid: 000000097230.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:30.999 ]sampleid: 000000097278.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:31.400 ]sampleid: 000000097337.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:31.809 ]sampleid: 000000097585.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:32.215 ]sampleid: 000000097679.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:32.617 ]sampleid: 000000097924.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:33. 29 ]sampleid: 000000097988.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:33.428 ]sampleid: 000000097994.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:33.834 ]sampleid: 000000098018.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:34.233 ]sampleid: 000000098261.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:34.641 ]sampleid: 000000098287.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:35. 46 ]sampleid: 000000098392.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:35.453 ]sampleid: 000000098497.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:35.861 ]sampleid: 000000098520.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:36.269 ]sampleid: 000000098633.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:36.671 ]sampleid: 000000098716.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:37. 83 ]sampleid: 000000098839.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:37.493 ]sampleid: 000000098853.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:37.905 ]sampleid: 000000099024.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:38.314 ]sampleid: 000000099039.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:38.729 ]sampleid: 000000099053.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:39.140 ]sampleid: 000000099054.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:39.545 ]sampleid: 000000099114.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:39.950 ]sampleid: 000000099182.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:40.357 ]sampleid: 000000099242.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:40.774 ]sampleid: 000000099428.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:41.177 ]sampleid: 000000099810.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:41.590 ]sampleid: 000000100238.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:42.  6 ]sampleid: 000000100274.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:42.415 ]sampleid: 000000100283.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:42.833 ]sampleid: 000000100428.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:43.253 ]sampleid: 000000100489.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:43.668 ]sampleid: 000000100510.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:44. 81 ]sampleid: 000000100582.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:44.494 ]sampleid: 000000100624.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:44.912 ]sampleid: 000000100723.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:45.330 ]sampleid: 000000101022.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:45.744 ]sampleid: 000000101068.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:46.157 ]sampleid: 000000101420.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:46.568 ]sampleid: 000000101762.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:46.982 ]sampleid: 000000101780.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:47.402 ]sampleid: 000000101787.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:47.817 ]sampleid: 000000101884.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:48.232 ]sampleid: 000000102331.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:48.647 ]sampleid: 000000102356.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:49. 63 ]sampleid: 000000102411.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:49.476 ]sampleid: 000000102644.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:49.899 ]sampleid: 000000102707.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:50.318 ]sampleid: 000000102805.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:50.741 ]sampleid: 000000102820.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:51.166 ]sampleid: 000000103548.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:51.586 ]sampleid: 000000103585.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:52.  4 ]sampleid: 000000103723.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:52.431 ]sampleid: 000000104119.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:52.850 ]sampleid: 000000104198.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:53.272 ]sampleid: 000000104424.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:53.695 ]sampleid: 000000104455.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:54.121 ]sampleid: 000000104572.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:54.545 ]sampleid: 000000104603.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:54.968 ]sampleid: 000000104612.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:55.390 ]sampleid: 000000104619.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:55.810 ]sampleid: 000000104666.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:56.233 ]sampleid: 000000104669.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:56.653 ]sampleid: 000000104782.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:57. 72 ]sampleid: 000000104803.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:57.504 ]sampleid: 000000105014.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:57.925 ]sampleid: 000000105249.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:58.347 ]sampleid: 000000105264.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:58.773 ]sampleid: 000000105335.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:59.199 ]sampleid: 000000105455.jpg, result=true
[ AI-Rank-Log  2/ 1  5:42:59.621 ]sampleid: 000000105912.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 0. 49 ]sampleid: 000000105923.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 0.479 ]sampleid: 000000106048.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 0.912 ]sampleid: 000000106235.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 1.340 ]sampleid: 000000106266.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 1.768 ]sampleid: 000000106281.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 2.190 ]sampleid: 000000106330.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 2.618 ]sampleid: 000000106389.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 3. 49 ]sampleid: 000000106563.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 3.478 ]sampleid: 000000106757.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 3.909 ]sampleid: 000000106881.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 4.343 ]sampleid: 000000106912.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 4.769 ]sampleid: 000000107087.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 5.198 ]sampleid: 000000107094.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 5.624 ]sampleid: 000000107226.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 6. 44 ]sampleid: 000000107339.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 6.479 ]sampleid: 000000107554.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 6.911 ]sampleid: 000000107851.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 7.340 ]sampleid: 000000108026.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 7.771 ]sampleid: 000000108244.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 8.205 ]sampleid: 000000108253.jpg, result=true
[ AI-Rank-Log  2/ 1  5:43: 8.640 ]sampleid: 000000108440.jpg, result=true
