[ AI-Rank-Log  2/ 1  6:58:18.777 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  2/ 1  7: 4:26.633 ]sampleid: 000000125257.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:27. 96 ]sampleid: 000000125405.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:27.596 ]sampleid: 000000125472.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:28. 57 ]sampleid: 000000125572.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:28.558 ]sampleid: 000000125778.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:29. 61 ]sampleid: 000000125806.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:29.563 ]sampleid: 000000125850.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:30. 23 ]sampleid: 000000125936.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:30.451 ]sampleid: 000000125952.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:30.888 ]sampleid: 000000126107.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:31.333 ]sampleid: 000000126110.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:31.835 ]sampleid: 000000126137.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:32.341 ]sampleid: 000000126216.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:32.848 ]sampleid: 000000126226.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:33.333 ]sampleid: 000000126592.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:33.838 ]sampleid: 000000127092.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:34.347 ]sampleid: 000000127135.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:34.851 ]sampleid: 000000127182.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:35.315 ]sampleid: 000000127263.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:35.815 ]sampleid: 000000127270.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:36.303 ]sampleid: 000000127394.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:36.747 ]sampleid: 000000127476.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:37.245 ]sampleid: 000000127494.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:37.691 ]sampleid: 000000127517.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:38.198 ]sampleid: 000000127530.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:38.635 ]sampleid: 000000127624.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:39. 52 ]sampleid: 000000127660.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:39.557 ]sampleid: 000000127955.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:40. 59 ]sampleid: 000000127987.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:40.550 ]sampleid: 000000128051.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:41. 60 ]sampleid: 000000128112.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:41.539 ]sampleid: 000000128148.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:42. 49 ]sampleid: 000000128372.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:42.556 ]sampleid: 000000128476.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:43. 67 ]sampleid: 000000128598.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:43.532 ]sampleid: 000000128654.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:44. 42 ]sampleid: 000000128658.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:44.519 ]sampleid: 000000128675.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:44.981 ]sampleid: 000000128699.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:45.493 ]sampleid: 000000128748.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:46.  5 ]sampleid: 000000129054.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:46.523 ]sampleid: 000000129062.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:47. 42 ]sampleid: 000000129113.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:47.561 ]sampleid: 000000129135.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:48. 71 ]sampleid: 000000129322.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:48.584 ]sampleid: 000000129416.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:49. 37 ]sampleid: 000000129492.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:49.554 ]sampleid: 000000129756.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:50. 65 ]sampleid: 000000129812.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:50.562 ]sampleid: 000000129945.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:51. 47 ]sampleid: 000000130386.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:51.554 ]sampleid: 000000130465.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:52. 48 ]sampleid: 000000130566.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:52.562 ]sampleid: 000000130579.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:53. 42 ]sampleid: 000000130586.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:53.560 ]sampleid: 000000130599.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:54. 76 ]sampleid: 000000130613.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:54.543 ]sampleid: 000000130699.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:55. 60 ]sampleid: 000000130826.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:55.579 ]sampleid: 000000131131.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:56. 66 ]sampleid: 000000131138.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:56.584 ]sampleid: 000000131273.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:57. 60 ]sampleid: 000000131379.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:57.575 ]sampleid: 000000131386.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:58. 95 ]sampleid: 000000131431.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:58.618 ]sampleid: 000000131444.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:59.135 ]sampleid: 000000131556.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 4:59.644 ]sampleid: 000000131938.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 0. 73 ]sampleid: 000000132116.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 0.593 ]sampleid: 000000132329.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 1.114 ]sampleid: 000000132375.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 1.605 ]sampleid: 000000132408.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 2.127 ]sampleid: 000000132544.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 2.648 ]sampleid: 000000132587.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 3.171 ]sampleid: 000000132622.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 3.636 ]sampleid: 000000132703.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 4.160 ]sampleid: 000000132796.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 4.681 ]sampleid: 000000132931.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 5.191 ]sampleid: 000000133000.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 5.680 ]sampleid: 000000133087.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 6.200 ]sampleid: 000000133233.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 6.722 ]sampleid: 000000133244.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 7.202 ]sampleid: 000000133343.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 7.678 ]sampleid: 000000133418.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 8.205 ]sampleid: 000000133567.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 8.723 ]sampleid: 000000133631.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 9.248 ]sampleid: 000000133645.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5: 9.747 ]sampleid: 000000133778.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:10.253 ]sampleid: 000000133819.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:10.779 ]sampleid: 000000133969.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:11.315 ]sampleid: 000000134034.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:11.753 ]sampleid: 000000134096.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:12.275 ]sampleid: 000000134112.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:12.763 ]sampleid: 000000134322.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:13.219 ]sampleid: 000000134689.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:13.745 ]sampleid: 000000134722.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:14.237 ]sampleid: 000000134856.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:14.678 ]sampleid: 000000134882.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:15.204 ]sampleid: 000000134886.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:15.681 ]sampleid: 000000135410.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:16.209 ]sampleid: 000000135561.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:16.742 ]sampleid: 000000135604.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:17.144 ]sampleid: 000000135670.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:17.601 ]sampleid: 000000135673.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:18. 75 ]sampleid: 000000135872.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:18.607 ]sampleid: 000000135890.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:19.103 ]sampleid: 000000135902.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:19.635 ]sampleid: 000000136033.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:20.168 ]sampleid: 000000136334.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:20.623 ]sampleid: 000000136355.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:21. 90 ]sampleid: 000000136466.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:21.616 ]sampleid: 000000136600.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:22.132 ]sampleid: 000000136633.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:22.669 ]sampleid: 000000136715.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:23.206 ]sampleid: 000000136772.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:23.739 ]sampleid: 000000136915.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:24.271 ]sampleid: 000000137106.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:24.798 ]sampleid: 000000137246.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:25.271 ]sampleid: 000000137294.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:25.809 ]sampleid: 000000137576.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:26.320 ]sampleid: 000000137727.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:26.855 ]sampleid: 000000137950.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:27.390 ]sampleid: 000000138115.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:27.930 ]sampleid: 000000138241.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:28.471 ]sampleid: 000000138492.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:29. 12 ]sampleid: 000000138550.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:29.551 ]sampleid: 000000138639.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:30. 43 ]sampleid: 000000138819.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:30.534 ]sampleid: 000000138856.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:31. 75 ]sampleid: 000000138954.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:31.550 ]sampleid: 000000138979.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:32. 10 ]sampleid: 000000139077.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:32.551 ]sampleid: 000000139099.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:33. 86 ]sampleid: 000000139260.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:33.516 ]sampleid: 000000139684.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:34. 55 ]sampleid: 000000139871.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:34.599 ]sampleid: 000000139872.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:35. 78 ]sampleid: 000000139883.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:35.617 ]sampleid: 000000140076.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:36.156 ]sampleid: 000000140203.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:36.694 ]sampleid: 000000140270.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:37.206 ]sampleid: 000000140286.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:37.747 ]sampleid: 000000140420.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:38.254 ]sampleid: 000000140439.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:38.803 ]sampleid: 000000140556.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:39.351 ]sampleid: 000000140583.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:39.868 ]sampleid: 000000140640.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:40.334 ]sampleid: 000000140658.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:40.838 ]sampleid: 000000140840.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:41.376 ]sampleid: 000000140929.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:41.859 ]sampleid: 000000140987.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:42.407 ]sampleid: 000000141328.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:42.953 ]sampleid: 000000141597.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:43.452 ]sampleid: 000000141671.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:44.  0 ]sampleid: 000000141821.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:44.549 ]sampleid: 000000142092.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:45.103 ]sampleid: 000000142238.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:45.634 ]sampleid: 000000142324.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:46.185 ]sampleid: 000000142472.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:46.731 ]sampleid: 000000142585.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:47.280 ]sampleid: 000000142620.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:47.827 ]sampleid: 000000142790.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:48.305 ]sampleid: 000000142971.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:48.847 ]sampleid: 000000143068.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:49.400 ]sampleid: 000000143556.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:49.943 ]sampleid: 000000143572.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:50.495 ]sampleid: 000000143931.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:51. 17 ]sampleid: 000000143961.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:51.540 ]sampleid: 000000143998.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:52. 87 ]sampleid: 000000144003.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:52.638 ]sampleid: 000000144114.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:53.145 ]sampleid: 000000144300.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:53.699 ]sampleid: 000000144333.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:54.214 ]sampleid: 000000144706.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:54.764 ]sampleid: 000000144784.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:55.287 ]sampleid: 000000144798.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:55.799 ]sampleid: 000000144932.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:56.351 ]sampleid: 000000144984.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:56.851 ]sampleid: 000000145020.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:57.409 ]sampleid: 000000145591.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:57.964 ]sampleid: 000000145597.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:58.496 ]sampleid: 000000145620.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:59. 41 ]sampleid: 000000145665.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 5:59.541 ]sampleid: 000000145781.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 0. 52 ]sampleid: 000000146155.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 0.540 ]sampleid: 000000146358.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 1. 94 ]sampleid: 000000146363.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 1.651 ]sampleid: 000000146457.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 2.205 ]sampleid: 000000146489.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 2.764 ]sampleid: 000000146498.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 3.249 ]sampleid: 000000146667.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 3.806 ]sampleid: 000000146825.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 4.366 ]sampleid: 000000146831.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 4.927 ]sampleid: 000000147205.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 5.484 ]sampleid: 000000147223.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 6. 44 ]sampleid: 000000147338.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 6.599 ]sampleid: 000000147415.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 7.161 ]sampleid: 000000147498.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 7.683 ]sampleid: 000000147518.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 8.191 ]sampleid: 000000147725.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 8.752 ]sampleid: 000000147729.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 9.285 ]sampleid: 000000147740.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6: 9.847 ]sampleid: 000000147745.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:10.367 ]sampleid: 000000148508.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:10.893 ]sampleid: 000000148620.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:11.399 ]sampleid: 000000148662.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:11.959 ]sampleid: 000000148707.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:12.481 ]sampleid: 000000148719.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:13. 20 ]sampleid: 000000148730.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:13.546 ]sampleid: 000000148739.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:14.112 ]sampleid: 000000148783.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:14.589 ]sampleid: 000000148957.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:15.155 ]sampleid: 000000148999.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:15.650 ]sampleid: 000000149222.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:16.214 ]sampleid: 000000149375.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:16.733 ]sampleid: 000000149406.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:17.303 ]sampleid: 000000149568.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:17.872 ]sampleid: 000000149622.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:18.429 ]sampleid: 000000149770.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:18.968 ]sampleid: 000000150224.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:19.467 ]sampleid: 000000150265.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:19.947 ]sampleid: 000000150417.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:20.516 ]sampleid: 000000150638.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:21. 59 ]sampleid: 000000150649.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:21.635 ]sampleid: 000000150726.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:22.145 ]sampleid: 000000150930.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:22.715 ]sampleid: 000000151000.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:23.284 ]sampleid: 000000151051.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:23.856 ]sampleid: 000000151480.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:24.426 ]sampleid: 000000151516.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:24.952 ]sampleid: 000000151629.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:25.525 ]sampleid: 000000151657.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:26. 53 ]sampleid: 000000151662.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:26.603 ]sampleid: 000000151820.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:27.117 ]sampleid: 000000151857.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:27.642 ]sampleid: 000000151938.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:28.219 ]sampleid: 000000151962.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:28.752 ]sampleid: 000000152120.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:29.276 ]sampleid: 000000152214.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:29.857 ]sampleid: 000000152465.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:30.376 ]sampleid: 000000152686.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:30.953 ]sampleid: 000000152740.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:31.495 ]sampleid: 000000152771.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:32. 58 ]sampleid: 000000152870.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:32.574 ]sampleid: 000000153011.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:33.146 ]sampleid: 000000153217.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:33.717 ]sampleid: 000000153229.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:34.242 ]sampleid: 000000153299.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:34.820 ]sampleid: 000000153343.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:35.325 ]sampleid: 000000153510.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:35.904 ]sampleid: 000000153527.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:36.428 ]sampleid: 000000153529.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:37.  4 ]sampleid: 000000153568.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:37.549 ]sampleid: 000000153632.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:38.128 ]sampleid: 000000153669.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:38.671 ]sampleid: 000000153782.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:39.222 ]sampleid: 000000153797.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:39.748 ]sampleid: 000000154000.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:40.312 ]sampleid: 000000154004.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:40.887 ]sampleid: 000000154087.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:41.465 ]sampleid: 000000154213.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:42.  3 ]sampleid: 000000154339.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:42.590 ]sampleid: 000000154358.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:43.174 ]sampleid: 000000154425.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:43.716 ]sampleid: 000000154431.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:44.231 ]sampleid: 000000154644.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:44.775 ]sampleid: 000000154705.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:45.351 ]sampleid: 000000154718.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:45.926 ]sampleid: 000000154947.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:46.508 ]sampleid: 000000155051.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:47. 92 ]sampleid: 000000155145.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:47.671 ]sampleid: 000000155154.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:48.196 ]sampleid: 000000155179.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:48.780 ]sampleid: 000000155291.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:49.367 ]sampleid: 000000155341.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:49.877 ]sampleid: 000000155443.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:50.440 ]sampleid: 000000155451.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:50.952 ]sampleid: 000000155571.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:51.535 ]sampleid: 000000156071.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:52.124 ]sampleid: 000000156076.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:52.707 ]sampleid: 000000156278.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:53.294 ]sampleid: 000000156292.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:53.848 ]sampleid: 000000156372.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:54.423 ]sampleid: 000000156643.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:55.  9 ]sampleid: 000000156924.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:55.533 ]sampleid: 000000157046.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:56.120 ]sampleid: 000000157098.jpg, result=true
[ AI-Rank-Log  2/ 1  7: 6:56.647 ]sampleid: 000000157124.jpg, result=true
