[ AI-Rank-Log  1/31 20:58:57.965 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  1/31 21: 4:30.534 ]sampleid: 000000124975.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:30.991 ]sampleid: 000000125062.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:31.377 ]sampleid: 000000125072.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:31.807 ]sampleid: 000000125129.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:32.267 ]sampleid: 000000125211.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:32.625 ]sampleid: 000000125245.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:32.994 ]sampleid: 000000125257.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:33.385 ]sampleid: 000000125405.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:33.845 ]sampleid: 000000125472.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:34.293 ]sampleid: 000000125572.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:34.746 ]sampleid: 000000125778.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:35.201 ]sampleid: 000000125806.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:35.564 ]sampleid: 000000125850.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:35.935 ]sampleid: 000000125936.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:36.424 ]sampleid: 000000125952.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:36.852 ]sampleid: 000000126107.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:37.241 ]sampleid: 000000126110.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:37.702 ]sampleid: 000000126137.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:38. 73 ]sampleid: 000000126216.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:38.533 ]sampleid: 000000126226.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:38.892 ]sampleid: 000000126592.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:39.291 ]sampleid: 000000127092.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:39.699 ]sampleid: 000000127135.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:40. 59 ]sampleid: 000000127182.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:40.422 ]sampleid: 000000127263.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:40.831 ]sampleid: 000000127270.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:41.252 ]sampleid: 000000127394.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:41.636 ]sampleid: 000000127476.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:42. 81 ]sampleid: 000000127494.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:42.534 ]sampleid: 000000127517.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:42.992 ]sampleid: 000000127530.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:43.363 ]sampleid: 000000127624.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:43.742 ]sampleid: 000000127660.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:44.182 ]sampleid: 000000127955.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:44.556 ]sampleid: 000000127987.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:45. 13 ]sampleid: 000000128051.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:45.473 ]sampleid: 000000128112.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:45.841 ]sampleid: 000000128148.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:46.301 ]sampleid: 000000128372.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:46.780 ]sampleid: 000000128476.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:47.172 ]sampleid: 000000128598.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:47.625 ]sampleid: 000000128654.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:48. 56 ]sampleid: 000000128658.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:48.518 ]sampleid: 000000128675.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:48.990 ]sampleid: 000000128699.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:49.353 ]sampleid: 000000128748.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:49.744 ]sampleid: 000000129054.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:50.148 ]sampleid: 000000129062.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:50.622 ]sampleid: 000000129113.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:51. 87 ]sampleid: 000000129135.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:51.548 ]sampleid: 000000129322.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:52.  8 ]sampleid: 000000129416.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:52.386 ]sampleid: 000000129492.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:52.831 ]sampleid: 000000129756.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:53.241 ]sampleid: 000000129812.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:53.621 ]sampleid: 000000129945.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:54. 12 ]sampleid: 000000130386.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:54.480 ]sampleid: 000000130465.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:54.946 ]sampleid: 000000130566.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:55.432 ]sampleid: 000000130579.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:55.914 ]sampleid: 000000130586.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:56.383 ]sampleid: 000000130599.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:56.849 ]sampleid: 000000130613.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:57.303 ]sampleid: 000000130699.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:57.686 ]sampleid: 000000130826.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:58.101 ]sampleid: 000000131131.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:58.576 ]sampleid: 000000131138.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:59. 41 ]sampleid: 000000131273.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:59.491 ]sampleid: 000000131379.jpg, result=true
[ AI-Rank-Log  1/31 21: 4:59.910 ]sampleid: 000000131386.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 0.389 ]sampleid: 000000131431.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 0.759 ]sampleid: 000000131444.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 1.178 ]sampleid: 000000131556.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 1.582 ]sampleid: 000000131938.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 2. 56 ]sampleid: 000000132116.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 2.531 ]sampleid: 000000132329.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 3.  5 ]sampleid: 000000132375.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 3.475 ]sampleid: 000000132408.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 3.882 ]sampleid: 000000132544.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 4.307 ]sampleid: 000000132587.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 4.785 ]sampleid: 000000132622.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 5.252 ]sampleid: 000000132703.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 5.632 ]sampleid: 000000132796.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 6. 60 ]sampleid: 000000132931.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 6.531 ]sampleid: 000000133000.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 6.978 ]sampleid: 000000133087.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 7.451 ]sampleid: 000000133233.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 7.941 ]sampleid: 000000133244.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 8.337 ]sampleid: 000000133343.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 8.770 ]sampleid: 000000133418.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 9.214 ]sampleid: 000000133567.jpg, result=true
[ AI-Rank-Log  1/31 21: 5: 9.649 ]sampleid: 000000133631.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:10.122 ]sampleid: 000000133645.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:10.557 ]sampleid: 000000133778.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:11. 28 ]sampleid: 000000133819.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:11.473 ]sampleid: 000000133969.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:11.903 ]sampleid: 000000134034.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:12.303 ]sampleid: 000000134096.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:12.733 ]sampleid: 000000134112.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:13.207 ]sampleid: 000000134322.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:13.597 ]sampleid: 000000134689.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:14. 81 ]sampleid: 000000134722.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:14.561 ]sampleid: 000000134856.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:15. 35 ]sampleid: 000000134882.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:15.414 ]sampleid: 000000134886.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:15.860 ]sampleid: 000000135410.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:16.273 ]sampleid: 000000135561.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:16.695 ]sampleid: 000000135604.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:17.157 ]sampleid: 000000135670.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:17.633 ]sampleid: 000000135673.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:18. 84 ]sampleid: 000000135872.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:18.492 ]sampleid: 000000135890.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:18.928 ]sampleid: 000000135902.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:19.344 ]sampleid: 000000136033.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:19.823 ]sampleid: 000000136334.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:20.323 ]sampleid: 000000136355.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:20.789 ]sampleid: 000000136466.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:21.233 ]sampleid: 000000136600.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:21.680 ]sampleid: 000000136633.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:22.164 ]sampleid: 000000136715.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:22.628 ]sampleid: 000000136772.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:23. 53 ]sampleid: 000000136915.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:23.447 ]sampleid: 000000137106.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:23.884 ]sampleid: 000000137246.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:24.365 ]sampleid: 000000137294.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:24.854 ]sampleid: 000000137576.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:25.347 ]sampleid: 000000137727.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:25.754 ]sampleid: 000000137950.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:26.182 ]sampleid: 000000138115.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:26.668 ]sampleid: 000000138241.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:27.135 ]sampleid: 000000138492.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:27.621 ]sampleid: 000000138550.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:28.105 ]sampleid: 000000138639.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:28.589 ]sampleid: 000000138819.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:29. 22 ]sampleid: 000000138856.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:29.511 ]sampleid: 000000138954.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:30. 32 ]sampleid: 000000138979.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:30.508 ]sampleid: 000000139077.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:30.995 ]sampleid: 000000139099.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:31.479 ]sampleid: 000000139260.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:31.983 ]sampleid: 000000139684.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:32.422 ]sampleid: 000000139871.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:32.917 ]sampleid: 000000139872.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:33.407 ]sampleid: 000000139883.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:33.806 ]sampleid: 000000140076.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:34.293 ]sampleid: 000000140203.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:34.735 ]sampleid: 000000140270.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:35.229 ]sampleid: 000000140286.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:35.714 ]sampleid: 000000140420.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:36.201 ]sampleid: 000000140439.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:36.689 ]sampleid: 000000140556.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:37.179 ]sampleid: 000000140583.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:37.663 ]sampleid: 000000140640.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:38.134 ]sampleid: 000000140658.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:38.617 ]sampleid: 000000140840.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:39.112 ]sampleid: 000000140929.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:39.602 ]sampleid: 000000140987.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:40.111 ]sampleid: 000000141328.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:40.538 ]sampleid: 000000141597.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:41.  6 ]sampleid: 000000141671.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:41.505 ]sampleid: 000000141821.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:41.959 ]sampleid: 000000142092.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:42.499 ]sampleid: 000000142238.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:42.901 ]sampleid: 000000142324.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:43.386 ]sampleid: 000000142472.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:43.784 ]sampleid: 000000142585.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:44.277 ]sampleid: 000000142620.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:44.791 ]sampleid: 000000142790.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:45.228 ]sampleid: 000000142971.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:45.668 ]sampleid: 000000143068.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:46. 89 ]sampleid: 000000143556.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:46.593 ]sampleid: 000000143572.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:47. 28 ]sampleid: 000000143931.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:47.458 ]sampleid: 000000143961.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:47.886 ]sampleid: 000000143998.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:48.385 ]sampleid: 000000144003.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:48.886 ]sampleid: 000000144114.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:49.381 ]sampleid: 000000144300.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:49.783 ]sampleid: 000000144333.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:50.188 ]sampleid: 000000144706.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:50.610 ]sampleid: 000000144784.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:51. 71 ]sampleid: 000000144798.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:51.572 ]sampleid: 000000144932.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:51.994 ]sampleid: 000000144984.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:52.430 ]sampleid: 000000145020.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:52.869 ]sampleid: 000000145591.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:53.340 ]sampleid: 000000145597.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:53.837 ]sampleid: 000000145620.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:54.299 ]sampleid: 000000145665.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:54.775 ]sampleid: 000000145781.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:55.276 ]sampleid: 000000146155.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:55.748 ]sampleid: 000000146358.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:56.208 ]sampleid: 000000146363.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:56.716 ]sampleid: 000000146457.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:57.190 ]sampleid: 000000146489.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:57.606 ]sampleid: 000000146498.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:58. 56 ]sampleid: 000000146667.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:58.517 ]sampleid: 000000146825.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:59. 61 ]sampleid: 000000146831.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:59.546 ]sampleid: 000000147205.jpg, result=true
[ AI-Rank-Log  1/31 21: 5:59.971 ]sampleid: 000000147223.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 0.484 ]sampleid: 000000147338.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 0.910 ]sampleid: 000000147415.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 1.390 ]sampleid: 000000147498.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 1.896 ]sampleid: 000000147518.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 2.314 ]sampleid: 000000147725.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 2.764 ]sampleid: 000000147729.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 3.190 ]sampleid: 000000147740.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 3.675 ]sampleid: 000000147745.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 4.126 ]sampleid: 000000148508.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 4.632 ]sampleid: 000000148620.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 5. 81 ]sampleid: 000000148662.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 5.532 ]sampleid: 000000148707.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 6. 48 ]sampleid: 000000148719.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 6.522 ]sampleid: 000000148730.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 7. 33 ]sampleid: 000000148739.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 7.562 ]sampleid: 000000148783.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 8. 81 ]sampleid: 000000148957.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 8.536 ]sampleid: 000000148999.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 9. 12 ]sampleid: 000000149222.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 9.427 ]sampleid: 000000149375.jpg, result=true
[ AI-Rank-Log  1/31 21: 6: 9.925 ]sampleid: 000000149406.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:10.397 ]sampleid: 000000149568.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:10.827 ]sampleid: 000000149622.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:11.270 ]sampleid: 000000149770.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:11.745 ]sampleid: 000000150224.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:12.161 ]sampleid: 000000150265.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:12.603 ]sampleid: 000000150417.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:13.111 ]sampleid: 000000150638.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:13.562 ]sampleid: 000000150649.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:14. 23 ]sampleid: 000000150726.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:14.514 ]sampleid: 000000150930.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:14.975 ]sampleid: 000000151000.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:15.415 ]sampleid: 000000151051.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:15.927 ]sampleid: 000000151480.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:16.392 ]sampleid: 000000151516.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:16.909 ]sampleid: 000000151629.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:17.389 ]sampleid: 000000151657.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:17.905 ]sampleid: 000000151662.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:18.416 ]sampleid: 000000151820.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:18.838 ]sampleid: 000000151857.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:19.366 ]sampleid: 000000151938.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:19.881 ]sampleid: 000000151962.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:20.413 ]sampleid: 000000152120.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:20.945 ]sampleid: 000000152214.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:21.459 ]sampleid: 000000152465.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:21.903 ]sampleid: 000000152686.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:22.336 ]sampleid: 000000152740.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:22.786 ]sampleid: 000000152771.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:23.307 ]sampleid: 000000152870.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:23.782 ]sampleid: 000000153011.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:24.298 ]sampleid: 000000153217.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:24.809 ]sampleid: 000000153229.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:25.298 ]sampleid: 000000153299.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:25.786 ]sampleid: 000000153343.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:26.269 ]sampleid: 000000153510.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:26.752 ]sampleid: 000000153527.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:27.173 ]sampleid: 000000153529.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:27.616 ]sampleid: 000000153568.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:28. 71 ]sampleid: 000000153632.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:28.591 ]sampleid: 000000153669.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:29. 42 ]sampleid: 000000153782.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:29.561 ]sampleid: 000000153797.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:30. 82 ]sampleid: 000000154000.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:30.599 ]sampleid: 000000154004.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:31.137 ]sampleid: 000000154087.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:31.602 ]sampleid: 000000154213.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:32. 41 ]sampleid: 000000154339.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:32.565 ]sampleid: 000000154358.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:32.993 ]sampleid: 000000154425.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:33.484 ]sampleid: 000000154431.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:33.968 ]sampleid: 000000154644.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:34.411 ]sampleid: 000000154705.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:34.927 ]sampleid: 000000154718.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:35.359 ]sampleid: 000000154947.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:35.850 ]sampleid: 000000155051.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:36.326 ]sampleid: 000000155145.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:36.814 ]sampleid: 000000155154.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:37.261 ]sampleid: 000000155179.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:37.787 ]sampleid: 000000155291.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:38.346 ]sampleid: 000000155341.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:38.820 ]sampleid: 000000155443.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:39.346 ]sampleid: 000000155451.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:39.825 ]sampleid: 000000155571.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:40.345 ]sampleid: 000000156071.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:40.896 ]sampleid: 000000156076.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:41.421 ]sampleid: 000000156278.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:41.912 ]sampleid: 000000156292.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:42.429 ]sampleid: 000000156372.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:42.896 ]sampleid: 000000156643.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:43.348 ]sampleid: 000000156924.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:43.839 ]sampleid: 000000157046.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:44.329 ]sampleid: 000000157098.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:44.790 ]sampleid: 000000157124.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:45.227 ]sampleid: 000000157138.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:45.782 ]sampleid: 000000157213.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:46.218 ]sampleid: 000000157365.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:46.740 ]sampleid: 000000157390.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:47.293 ]sampleid: 000000157418.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:47.818 ]sampleid: 000000157601.jpg, result=true
[ AI-Rank-Log  1/31 21: 6:48.341 ]sampleid: 000000157756.jpg, result=true
