[ AI-Rank-Log  1/31 19:43:10.418 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  1/31 19:49:48.746 ]sampleid: 000000136355.jpg, result=true
[ AI-Rank-Log  1/31 19:49:49.220 ]sampleid: 000000136466.jpg, result=true
[ AI-Rank-Log  1/31 19:49:49.704 ]sampleid: 000000136600.jpg, result=true
[ AI-Rank-Log  1/31 19:49:50.185 ]sampleid: 000000136633.jpg, result=true
[ AI-Rank-Log  1/31 19:49:50.671 ]sampleid: 000000136715.jpg, result=true
[ AI-Rank-Log  1/31 19:49:51.147 ]sampleid: 000000136772.jpg, result=true
[ AI-Rank-Log  1/31 19:49:51.627 ]sampleid: 000000136915.jpg, result=true
[ AI-Rank-Log  1/31 19:49:52.106 ]sampleid: 000000137106.jpg, result=true
[ AI-Rank-Log  1/31 19:49:52.581 ]sampleid: 000000137246.jpg, result=true
[ AI-Rank-Log  1/31 19:49:53. 72 ]sampleid: 000000137294.jpg, result=true
[ AI-Rank-Log  1/31 19:49:53.561 ]sampleid: 000000137576.jpg, result=true
[ AI-Rank-Log  1/31 19:49:54. 39 ]sampleid: 000000137727.jpg, result=true
[ AI-Rank-Log  1/31 19:49:54.523 ]sampleid: 000000137950.jpg, result=true
[ AI-Rank-Log  1/31 19:49:55.  4 ]sampleid: 000000138115.jpg, result=true
[ AI-Rank-Log  1/31 19:49:55.487 ]sampleid: 000000138241.jpg, result=true
[ AI-Rank-Log  1/31 19:49:55.975 ]sampleid: 000000138492.jpg, result=true
[ AI-Rank-Log  1/31 19:49:56.457 ]sampleid: 000000138550.jpg, result=true
[ AI-Rank-Log  1/31 19:49:56.943 ]sampleid: 000000138639.jpg, result=true
[ AI-Rank-Log  1/31 19:49:57.422 ]sampleid: 000000138819.jpg, result=true
[ AI-Rank-Log  1/31 19:49:57.911 ]sampleid: 000000138856.jpg, result=true
[ AI-Rank-Log  1/31 19:49:58.399 ]sampleid: 000000138954.jpg, result=true
[ AI-Rank-Log  1/31 19:49:58.879 ]sampleid: 000000138979.jpg, result=true
[ AI-Rank-Log  1/31 19:49:59.362 ]sampleid: 000000139077.jpg, result=true
[ AI-Rank-Log  1/31 19:49:59.848 ]sampleid: 000000139099.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 0.339 ]sampleid: 000000139260.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 0.821 ]sampleid: 000000139684.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 1.312 ]sampleid: 000000139871.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 1.807 ]sampleid: 000000139872.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 2.302 ]sampleid: 000000139883.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 2.788 ]sampleid: 000000140076.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 3.280 ]sampleid: 000000140203.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 3.764 ]sampleid: 000000140270.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 4.255 ]sampleid: 000000140286.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 4.750 ]sampleid: 000000140420.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 5.246 ]sampleid: 000000140439.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 5.742 ]sampleid: 000000140556.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 6.235 ]sampleid: 000000140583.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 6.728 ]sampleid: 000000140640.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 7.222 ]sampleid: 000000140658.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 7.708 ]sampleid: 000000140840.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 8.194 ]sampleid: 000000140929.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 8.684 ]sampleid: 000000140987.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 9.177 ]sampleid: 000000141328.jpg, result=true
[ AI-Rank-Log  1/31 19:50: 9.668 ]sampleid: 000000141597.jpg, result=true
[ AI-Rank-Log  1/31 19:50:10.159 ]sampleid: 000000141671.jpg, result=true
[ AI-Rank-Log  1/31 19:50:10.649 ]sampleid: 000000141821.jpg, result=true
[ AI-Rank-Log  1/31 19:50:11.146 ]sampleid: 000000142092.jpg, result=true
[ AI-Rank-Log  1/31 19:50:11.643 ]sampleid: 000000142238.jpg, result=true
[ AI-Rank-Log  1/31 19:50:12.133 ]sampleid: 000000142324.jpg, result=true
[ AI-Rank-Log  1/31 19:50:12.624 ]sampleid: 000000142472.jpg, result=true
[ AI-Rank-Log  1/31 19:50:13.115 ]sampleid: 000000142585.jpg, result=true
[ AI-Rank-Log  1/31 19:50:13.612 ]sampleid: 000000142620.jpg, result=true
[ AI-Rank-Log  1/31 19:50:14.106 ]sampleid: 000000142790.jpg, result=true
[ AI-Rank-Log  1/31 19:50:14.613 ]sampleid: 000000142971.jpg, result=true
[ AI-Rank-Log  1/31 19:50:15.104 ]sampleid: 000000143068.jpg, result=true
[ AI-Rank-Log  1/31 19:50:15.601 ]sampleid: 000000143556.jpg, result=true
[ AI-Rank-Log  1/31 19:50:16. 95 ]sampleid: 000000143572.jpg, result=true
[ AI-Rank-Log  1/31 19:50:16.592 ]sampleid: 000000143931.jpg, result=true
[ AI-Rank-Log  1/31 19:50:17. 88 ]sampleid: 000000143961.jpg, result=true
[ AI-Rank-Log  1/31 19:50:17.584 ]sampleid: 000000143998.jpg, result=true
[ AI-Rank-Log  1/31 19:50:18. 78 ]sampleid: 000000144003.jpg, result=true
[ AI-Rank-Log  1/31 19:50:18.571 ]sampleid: 000000144114.jpg, result=true
[ AI-Rank-Log  1/31 19:50:19. 69 ]sampleid: 000000144300.jpg, result=true
[ AI-Rank-Log  1/31 19:50:19.562 ]sampleid: 000000144333.jpg, result=true
[ AI-Rank-Log  1/31 19:50:20. 62 ]sampleid: 000000144706.jpg, result=true
[ AI-Rank-Log  1/31 19:50:20.554 ]sampleid: 000000144784.jpg, result=true
[ AI-Rank-Log  1/31 19:50:21. 49 ]sampleid: 000000144798.jpg, result=true
[ AI-Rank-Log  1/31 19:50:21.545 ]sampleid: 000000144932.jpg, result=true
[ AI-Rank-Log  1/31 19:50:22. 40 ]sampleid: 000000144984.jpg, result=true
[ AI-Rank-Log  1/31 19:50:22.537 ]sampleid: 000000145020.jpg, result=true
[ AI-Rank-Log  1/31 19:50:23. 36 ]sampleid: 000000145591.jpg, result=true
[ AI-Rank-Log  1/31 19:50:23.535 ]sampleid: 000000145597.jpg, result=true
[ AI-Rank-Log  1/31 19:50:24. 31 ]sampleid: 000000145620.jpg, result=true
[ AI-Rank-Log  1/31 19:50:24.529 ]sampleid: 000000145665.jpg, result=true
[ AI-Rank-Log  1/31 19:50:25. 28 ]sampleid: 000000145781.jpg, result=true
[ AI-Rank-Log  1/31 19:50:25.532 ]sampleid: 000000146155.jpg, result=true
[ AI-Rank-Log  1/31 19:50:26. 38 ]sampleid: 000000146358.jpg, result=true
[ AI-Rank-Log  1/31 19:50:26.530 ]sampleid: 000000146363.jpg, result=true
[ AI-Rank-Log  1/31 19:50:27. 28 ]sampleid: 000000146457.jpg, result=true
[ AI-Rank-Log  1/31 19:50:27.530 ]sampleid: 000000146489.jpg, result=true
[ AI-Rank-Log  1/31 19:50:28. 33 ]sampleid: 000000146498.jpg, result=true
[ AI-Rank-Log  1/31 19:50:28.534 ]sampleid: 000000146667.jpg, result=true
[ AI-Rank-Log  1/31 19:50:29. 39 ]sampleid: 000000146825.jpg, result=true
[ AI-Rank-Log  1/31 19:50:29.551 ]sampleid: 000000146831.jpg, result=true
[ AI-Rank-Log  1/31 19:50:30. 52 ]sampleid: 000000147205.jpg, result=true
[ AI-Rank-Log  1/31 19:50:30.554 ]sampleid: 000000147223.jpg, result=true
[ AI-Rank-Log  1/31 19:50:31. 57 ]sampleid: 000000147338.jpg, result=true
[ AI-Rank-Log  1/31 19:50:31.555 ]sampleid: 000000147415.jpg, result=true
[ AI-Rank-Log  1/31 19:50:32. 64 ]sampleid: 000000147498.jpg, result=true
[ AI-Rank-Log  1/31 19:50:32.569 ]sampleid: 000000147518.jpg, result=true
[ AI-Rank-Log  1/31 19:50:33. 75 ]sampleid: 000000147725.jpg, result=true
[ AI-Rank-Log  1/31 19:50:33.576 ]sampleid: 000000147729.jpg, result=true
[ AI-Rank-Log  1/31 19:50:34. 82 ]sampleid: 000000147740.jpg, result=true
[ AI-Rank-Log  1/31 19:50:34.583 ]sampleid: 000000147745.jpg, result=true
[ AI-Rank-Log  1/31 19:50:35. 96 ]sampleid: 000000148508.jpg, result=true
[ AI-Rank-Log  1/31 19:50:35.595 ]sampleid: 000000148620.jpg, result=true
[ AI-Rank-Log  1/31 19:50:36.104 ]sampleid: 000000148662.jpg, result=true
[ AI-Rank-Log  1/31 19:50:36.616 ]sampleid: 000000148707.jpg, result=true
[ AI-Rank-Log  1/31 19:50:37.130 ]sampleid: 000000148719.jpg, result=true
[ AI-Rank-Log  1/31 19:50:37.637 ]sampleid: 000000148730.jpg, result=true
[ AI-Rank-Log  1/31 19:50:38.149 ]sampleid: 000000148739.jpg, result=true
[ AI-Rank-Log  1/31 19:50:38.663 ]sampleid: 000000148783.jpg, result=true
[ AI-Rank-Log  1/31 19:50:39.169 ]sampleid: 000000148957.jpg, result=true
[ AI-Rank-Log  1/31 19:50:39.678 ]sampleid: 000000148999.jpg, result=true
[ AI-Rank-Log  1/31 19:50:40.179 ]sampleid: 000000149222.jpg, result=true
[ AI-Rank-Log  1/31 19:50:40.693 ]sampleid: 000000149375.jpg, result=true
[ AI-Rank-Log  1/31 19:50:41.216 ]sampleid: 000000149406.jpg, result=true
[ AI-Rank-Log  1/31 19:50:41.724 ]sampleid: 000000149568.jpg, result=true
[ AI-Rank-Log  1/31 19:50:42.244 ]sampleid: 000000149622.jpg, result=true
[ AI-Rank-Log  1/31 19:50:42.748 ]sampleid: 000000149770.jpg, result=true
[ AI-Rank-Log  1/31 19:50:43.260 ]sampleid: 000000150224.jpg, result=true
[ AI-Rank-Log  1/31 19:50:43.767 ]sampleid: 000000150265.jpg, result=true
[ AI-Rank-Log  1/31 19:50:44.283 ]sampleid: 000000150417.jpg, result=true
[ AI-Rank-Log  1/31 19:50:44.787 ]sampleid: 000000150638.jpg, result=true
[ AI-Rank-Log  1/31 19:50:45.296 ]sampleid: 000000150649.jpg, result=true
[ AI-Rank-Log  1/31 19:50:45.813 ]sampleid: 000000150726.jpg, result=true
[ AI-Rank-Log  1/31 19:50:46.328 ]sampleid: 000000150930.jpg, result=true
[ AI-Rank-Log  1/31 19:50:46.843 ]sampleid: 000000151000.jpg, result=true
[ AI-Rank-Log  1/31 19:50:47.361 ]sampleid: 000000151051.jpg, result=true
[ AI-Rank-Log  1/31 19:50:47.875 ]sampleid: 000000151480.jpg, result=true
[ AI-Rank-Log  1/31 19:50:48.387 ]sampleid: 000000151516.jpg, result=true
[ AI-Rank-Log  1/31 19:50:48.900 ]sampleid: 000000151629.jpg, result=true
[ AI-Rank-Log  1/31 19:50:49.417 ]sampleid: 000000151657.jpg, result=true
[ AI-Rank-Log  1/31 19:50:49.934 ]sampleid: 000000151662.jpg, result=true
[ AI-Rank-Log  1/31 19:50:50.451 ]sampleid: 000000151820.jpg, result=true
[ AI-Rank-Log  1/31 19:50:50.964 ]sampleid: 000000151857.jpg, result=true
[ AI-Rank-Log  1/31 19:50:51.485 ]sampleid: 000000151938.jpg, result=true
[ AI-Rank-Log  1/31 19:50:52.  5 ]sampleid: 000000151962.jpg, result=true
[ AI-Rank-Log  1/31 19:50:52.521 ]sampleid: 000000152120.jpg, result=true
[ AI-Rank-Log  1/31 19:50:53. 44 ]sampleid: 000000152214.jpg, result=true
[ AI-Rank-Log  1/31 19:50:53.565 ]sampleid: 000000152465.jpg, result=true
[ AI-Rank-Log  1/31 19:50:54. 85 ]sampleid: 000000152686.jpg, result=true
[ AI-Rank-Log  1/31 19:50:54.602 ]sampleid: 000000152740.jpg, result=true
[ AI-Rank-Log  1/31 19:50:55.123 ]sampleid: 000000152771.jpg, result=true
[ AI-Rank-Log  1/31 19:50:55.648 ]sampleid: 000000152870.jpg, result=true
[ AI-Rank-Log  1/31 19:50:56.172 ]sampleid: 000000153011.jpg, result=true
[ AI-Rank-Log  1/31 19:50:56.690 ]sampleid: 000000153217.jpg, result=true
[ AI-Rank-Log  1/31 19:50:57.206 ]sampleid: 000000153229.jpg, result=true
[ AI-Rank-Log  1/31 19:50:57.738 ]sampleid: 000000153299.jpg, result=true
[ AI-Rank-Log  1/31 19:50:58.258 ]sampleid: 000000153343.jpg, result=true
[ AI-Rank-Log  1/31 19:50:58.782 ]sampleid: 000000153510.jpg, result=true
[ AI-Rank-Log  1/31 19:50:59.298 ]sampleid: 000000153527.jpg, result=true
[ AI-Rank-Log  1/31 19:50:59.826 ]sampleid: 000000153529.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 0.349 ]sampleid: 000000153568.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 0.864 ]sampleid: 000000153632.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 1.385 ]sampleid: 000000153669.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 1.905 ]sampleid: 000000153782.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 2.420 ]sampleid: 000000153797.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 2.949 ]sampleid: 000000154000.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 3.464 ]sampleid: 000000154004.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 3.983 ]sampleid: 000000154087.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 4.501 ]sampleid: 000000154213.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 5. 22 ]sampleid: 000000154339.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 5.540 ]sampleid: 000000154358.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 6. 61 ]sampleid: 000000154425.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 6.577 ]sampleid: 000000154431.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 7. 99 ]sampleid: 000000154644.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 7.622 ]sampleid: 000000154705.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 8.144 ]sampleid: 000000154718.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 8.670 ]sampleid: 000000154947.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 9.196 ]sampleid: 000000155051.jpg, result=true
[ AI-Rank-Log  1/31 19:51: 9.714 ]sampleid: 000000155145.jpg, result=true
[ AI-Rank-Log  1/31 19:51:10.236 ]sampleid: 000000155154.jpg, result=true
[ AI-Rank-Log  1/31 19:51:10.752 ]sampleid: 000000155179.jpg, result=true
[ AI-Rank-Log  1/31 19:51:11.277 ]sampleid: 000000155291.jpg, result=true
[ AI-Rank-Log  1/31 19:51:11.805 ]sampleid: 000000155341.jpg, result=true
[ AI-Rank-Log  1/31 19:51:12.339 ]sampleid: 000000155443.jpg, result=true
[ AI-Rank-Log  1/31 19:51:12.862 ]sampleid: 000000155451.jpg, result=true
[ AI-Rank-Log  1/31 19:51:13.397 ]sampleid: 000000155571.jpg, result=true
[ AI-Rank-Log  1/31 19:51:13.934 ]sampleid: 000000156071.jpg, result=true
[ AI-Rank-Log  1/31 19:51:14.469 ]sampleid: 000000156076.jpg, result=true
[ AI-Rank-Log  1/31 19:51:14.992 ]sampleid: 000000156278.jpg, result=true
[ AI-Rank-Log  1/31 19:51:15.525 ]sampleid: 000000156292.jpg, result=true
[ AI-Rank-Log  1/31 19:51:16. 46 ]sampleid: 000000156372.jpg, result=true
[ AI-Rank-Log  1/31 19:51:16.580 ]sampleid: 000000156643.jpg, result=true
[ AI-Rank-Log  1/31 19:51:17.108 ]sampleid: 000000156924.jpg, result=true
[ AI-Rank-Log  1/31 19:51:17.636 ]sampleid: 000000157046.jpg, result=true
[ AI-Rank-Log  1/31 19:51:18.170 ]sampleid: 000000157098.jpg, result=true
[ AI-Rank-Log  1/31 19:51:18.709 ]sampleid: 000000157124.jpg, result=true
[ AI-Rank-Log  1/31 19:51:19.239 ]sampleid: 000000157138.jpg, result=true
[ AI-Rank-Log  1/31 19:51:19.773 ]sampleid: 000000157213.jpg, result=true
[ AI-Rank-Log  1/31 19:51:20.307 ]sampleid: 000000157365.jpg, result=true
[ AI-Rank-Log  1/31 19:51:20.839 ]sampleid: 000000157390.jpg, result=true
[ AI-Rank-Log  1/31 19:51:21.373 ]sampleid: 000000157418.jpg, result=true
[ AI-Rank-Log  1/31 19:51:21.902 ]sampleid: 000000157601.jpg, result=true
[ AI-Rank-Log  1/31 19:51:22.435 ]sampleid: 000000157756.jpg, result=true
[ AI-Rank-Log  1/31 19:51:22.968 ]sampleid: 000000157767.jpg, result=true
[ AI-Rank-Log  1/31 19:51:23.502 ]sampleid: 000000157807.jpg, result=true
[ AI-Rank-Log  1/31 19:51:24. 44 ]sampleid: 000000157847.jpg, result=true
[ AI-Rank-Log  1/31 19:51:24.580 ]sampleid: 000000157928.jpg, result=true
[ AI-Rank-Log  1/31 19:51:25.106 ]sampleid: 000000158227.jpg, result=true
[ AI-Rank-Log  1/31 19:51:25.650 ]sampleid: 000000158548.jpg, result=true
[ AI-Rank-Log  1/31 19:51:26.190 ]sampleid: 000000158660.jpg, result=true
[ AI-Rank-Log  1/31 19:51:26.715 ]sampleid: 000000158744.jpg, result=true
[ AI-Rank-Log  1/31 19:51:27.256 ]sampleid: 000000158945.jpg, result=true
[ AI-Rank-Log  1/31 19:51:27.787 ]sampleid: 000000158956.jpg, result=true
[ AI-Rank-Log  1/31 19:51:28.325 ]sampleid: 000000159112.jpg, result=true
[ AI-Rank-Log  1/31 19:51:28.858 ]sampleid: 000000159282.jpg, result=true
[ AI-Rank-Log  1/31 19:51:29.392 ]sampleid: 000000159311.jpg, result=true
[ AI-Rank-Log  1/31 19:51:29.932 ]sampleid: 000000159399.jpg, result=true
[ AI-Rank-Log  1/31 19:51:30.473 ]sampleid: 000000159458.jpg, result=true
[ AI-Rank-Log  1/31 19:51:31. 15 ]sampleid: 000000159684.jpg, result=true
[ AI-Rank-Log  1/31 19:51:31.558 ]sampleid: 000000159791.jpg, result=true
[ AI-Rank-Log  1/31 19:51:32. 98 ]sampleid: 000000159977.jpg, result=true
[ AI-Rank-Log  1/31 19:51:32.634 ]sampleid: 000000160012.jpg, result=true
[ AI-Rank-Log  1/31 19:51:33.169 ]sampleid: 000000160556.jpg, result=true
[ AI-Rank-Log  1/31 19:51:33.710 ]sampleid: 000000160666.jpg, result=true
[ AI-Rank-Log  1/31 19:51:34.259 ]sampleid: 000000160728.jpg, result=true
[ AI-Rank-Log  1/31 19:51:34.800 ]sampleid: 000000160772.jpg, result=true
[ AI-Rank-Log  1/31 19:51:35.350 ]sampleid: 000000160864.jpg, result=true
[ AI-Rank-Log  1/31 19:51:35.883 ]sampleid: 000000161008.jpg, result=true
[ AI-Rank-Log  1/31 19:51:36.426 ]sampleid: 000000161032.jpg, result=true
[ AI-Rank-Log  1/31 19:51:36.962 ]sampleid: 000000161044.jpg, result=true
[ AI-Rank-Log  1/31 19:51:37.497 ]sampleid: 000000161128.jpg, result=true
[ AI-Rank-Log  1/31 19:51:38. 39 ]sampleid: 000000161397.jpg, result=true
[ AI-Rank-Log  1/31 19:51:38.590 ]sampleid: 000000161609.jpg, result=true
[ AI-Rank-Log  1/31 19:51:39.140 ]sampleid: 000000161642.jpg, result=true
[ AI-Rank-Log  1/31 19:51:39.693 ]sampleid: 000000161781.jpg, result=true
[ AI-Rank-Log  1/31 19:51:40.232 ]sampleid: 000000161799.jpg, result=true
[ AI-Rank-Log  1/31 19:51:40.777 ]sampleid: 000000161820.jpg, result=true
[ AI-Rank-Log  1/31 19:51:41.322 ]sampleid: 000000161861.jpg, result=true
[ AI-Rank-Log  1/31 19:51:41.872 ]sampleid: 000000161875.jpg, result=true
[ AI-Rank-Log  1/31 19:51:42.424 ]sampleid: 000000161879.jpg, result=true
[ AI-Rank-Log  1/31 19:51:42.967 ]sampleid: 000000161925.jpg, result=true
[ AI-Rank-Log  1/31 19:51:43.514 ]sampleid: 000000161978.jpg, result=true
[ AI-Rank-Log  1/31 19:51:44. 65 ]sampleid: 000000162035.jpg, result=true
[ AI-Rank-Log  1/31 19:51:44.614 ]sampleid: 000000162092.jpg, result=true
[ AI-Rank-Log  1/31 19:51:45.162 ]sampleid: 000000162130.jpg, result=true
[ AI-Rank-Log  1/31 19:51:45.708 ]sampleid: 000000162366.jpg, result=true
[ AI-Rank-Log  1/31 19:51:46.265 ]sampleid: 000000162415.jpg, result=true
[ AI-Rank-Log  1/31 19:51:46.813 ]sampleid: 000000162543.jpg, result=true
[ AI-Rank-Log  1/31 19:51:47.362 ]sampleid: 000000162581.jpg, result=true
[ AI-Rank-Log  1/31 19:51:47.911 ]sampleid: 000000162732.jpg, result=true
[ AI-Rank-Log  1/31 19:51:48.459 ]sampleid: 000000162858.jpg, result=true
[ AI-Rank-Log  1/31 19:51:49.  8 ]sampleid: 000000163057.jpg, result=true
[ AI-Rank-Log  1/31 19:51:49.558 ]sampleid: 000000163117.jpg, result=true
[ AI-Rank-Log  1/31 19:51:50.106 ]sampleid: 000000163118.jpg, result=true
[ AI-Rank-Log  1/31 19:51:50.660 ]sampleid: 000000163155.jpg, result=true
[ AI-Rank-Log  1/31 19:51:51.209 ]sampleid: 000000163257.jpg, result=true
[ AI-Rank-Log  1/31 19:51:51.759 ]sampleid: 000000163258.jpg, result=true
[ AI-Rank-Log  1/31 19:51:52.313 ]sampleid: 000000163290.jpg, result=true
[ AI-Rank-Log  1/31 19:51:52.865 ]sampleid: 000000163314.jpg, result=true
[ AI-Rank-Log  1/31 19:51:53.412 ]sampleid: 000000163562.jpg, result=true
[ AI-Rank-Log  1/31 19:51:53.974 ]sampleid: 000000163611.jpg, result=true
[ AI-Rank-Log  1/31 19:51:54.527 ]sampleid: 000000163640.jpg, result=true
[ AI-Rank-Log  1/31 19:51:55. 87 ]sampleid: 000000163682.jpg, result=true
[ AI-Rank-Log  1/31 19:51:55.640 ]sampleid: 000000163746.jpg, result=true
[ AI-Rank-Log  1/31 19:51:56.193 ]sampleid: 000000163951.jpg, result=true
[ AI-Rank-Log  1/31 19:51:56.751 ]sampleid: 000000164115.jpg, result=true
[ AI-Rank-Log  1/31 19:51:57.313 ]sampleid: 000000164363.jpg, result=true
[ AI-Rank-Log  1/31 19:51:57.867 ]sampleid: 000000164602.jpg, result=true
[ AI-Rank-Log  1/31 19:51:58.425 ]sampleid: 000000164637.jpg, result=true
[ AI-Rank-Log  1/31 19:51:58.976 ]sampleid: 000000164883.jpg, result=true
[ AI-Rank-Log  1/31 19:51:59.536 ]sampleid: 000000164885.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 0. 91 ]sampleid: 000000164969.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 0.651 ]sampleid: 000000165039.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 1.210 ]sampleid: 000000165257.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 1.767 ]sampleid: 000000165336.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 2.332 ]sampleid: 000000165351.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 2.900 ]sampleid: 000000165500.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 3.461 ]sampleid: 000000165518.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 4. 26 ]sampleid: 000000165681.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 4.588 ]sampleid: 000000165713.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 5.146 ]sampleid: 000000165831.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 5.718 ]sampleid: 000000166165.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 6.282 ]sampleid: 000000166166.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 6.840 ]sampleid: 000000166259.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 7.403 ]sampleid: 000000166277.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 7.969 ]sampleid: 000000166287.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 8.521 ]sampleid: 000000166391.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 9. 83 ]sampleid: 000000166426.jpg, result=true
[ AI-Rank-Log  1/31 19:52: 9.650 ]sampleid: 000000166478.jpg, result=true
[ AI-Rank-Log  1/31 19:52:10.213 ]sampleid: 000000166509.jpg, result=true
[ AI-Rank-Log  1/31 19:52:10.775 ]sampleid: 000000166521.jpg, result=true
[ AI-Rank-Log  1/31 19:52:11.334 ]sampleid: 000000166563.jpg, result=true
[ AI-Rank-Log  1/31 19:52:11.910 ]sampleid: 000000166642.jpg, result=true
[ AI-Rank-Log  1/31 19:52:12.473 ]sampleid: 000000166664.jpg, result=true
[ AI-Rank-Log  1/31 19:52:13. 33 ]sampleid: 000000166747.jpg, result=true
[ AI-Rank-Log  1/31 19:52:13.587 ]sampleid: 000000166768.jpg, result=true
[ AI-Rank-Log  1/31 19:52:14.156 ]sampleid: 000000166918.jpg, result=true
[ AI-Rank-Log  1/31 19:52:14.724 ]sampleid: 000000167067.jpg, result=true
[ AI-Rank-Log  1/31 19:52:15.293 ]sampleid: 000000167122.jpg, result=true
[ AI-Rank-Log  1/31 19:52:15.860 ]sampleid: 000000167128.jpg, result=true
[ AI-Rank-Log  1/31 19:52:16.428 ]sampleid: 000000167159.jpg, result=true
[ AI-Rank-Log  1/31 19:52:16.990 ]sampleid: 000000167240.jpg, result=true
[ AI-Rank-Log  1/31 19:52:17.558 ]sampleid: 000000167353.jpg, result=true
[ AI-Rank-Log  1/31 19:52:18.125 ]sampleid: 000000167486.jpg, result=true
[ AI-Rank-Log  1/31 19:52:18.698 ]sampleid: 000000167540.jpg, result=true
[ AI-Rank-Log  1/31 19:52:19.269 ]sampleid: 000000167572.jpg, result=true
[ AI-Rank-Log  1/31 19:52:19.831 ]sampleid: 000000167898.jpg, result=true
[ AI-Rank-Log  1/31 19:52:20.397 ]sampleid: 000000167902.jpg, result=true
[ AI-Rank-Log  1/31 19:52:20.965 ]sampleid: 000000168330.jpg, result=true
[ AI-Rank-Log  1/31 19:52:21.533 ]sampleid: 000000168337.jpg, result=true
[ AI-Rank-Log  1/31 19:52:22.102 ]sampleid: 000000168458.jpg, result=true
[ AI-Rank-Log  1/31 19:52:22.679 ]sampleid: 000000168593.jpg, result=true
[ AI-Rank-Log  1/31 19:52:23.250 ]sampleid: 000000168619.jpg, result=true
[ AI-Rank-Log  1/31 19:52:23.823 ]sampleid: 000000168883.jpg, result=true
[ AI-Rank-Log  1/31 19:52:24.385 ]sampleid: 000000168974.jpg, result=true
[ AI-Rank-Log  1/31 19:52:24.956 ]sampleid: 000000169076.jpg, result=true
[ AI-Rank-Log  1/31 19:52:25.533 ]sampleid: 000000169169.jpg, result=true
[ AI-Rank-Log  1/31 19:52:26.109 ]sampleid: 000000169356.jpg, result=true
[ AI-Rank-Log  1/31 19:52:26.672 ]sampleid: 000000169996.jpg, result=true
[ AI-Rank-Log  1/31 19:52:27.248 ]sampleid: 000000170099.jpg, result=true
[ AI-Rank-Log  1/31 19:52:27.819 ]sampleid: 000000170116.jpg, result=true
[ AI-Rank-Log  1/31 19:52:28.400 ]sampleid: 000000170191.jpg, result=true
[ AI-Rank-Log  1/31 19:52:28.971 ]sampleid: 000000170278.jpg, result=true
[ AI-Rank-Log  1/31 19:52:29.549 ]sampleid: 000000170474.jpg, result=true
